Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,WHH,WHD,WHA,PSCH,PSCD,PSCA
2019-12-21,Man City,Leicester,3,1,H,2,1,H,M Dean,23,5,12,2,14,9,6,1,2,2,0,0,1.36,5.25,7.5,1.38,5.46,8.01,1.36,5.25,8.0,1.37,5.85,7.73
2019-12-22,Watford,Man United,2,0,H,0,0,D,L Mason,11,17,3,8,16,11,3,5,3,1,0,0,4.33,4.0,1.75,4.41,3.96,1.81,4.4,3.8,1.78,4.7,3.83,1.81
2019-12-22,Tottenham,Chelsea,0,2,A,0,2,A,A Taylor,5,13,1,3,9,11,3,5,4,3,1,0,2.37,3.75,2.75,2.41,3.67,2.92,2.35,3.6,2.88,2.38,3.58,3.05
2019-12-26,Leicester,Liverpool,0,4,A,0,1,A,M Oliver,3,15,0,6,5,7,2,8,1,1,0,0,3.4,3.75,2.05,3.39,3.81,2.12,3.4,3.6,2.1,3.61,4.17,1.97
2019-12-26,Man United,Newcastle,4,1,H,3,1,H,K Friend,22,7,10,2,10,7,5,0,2,2,0,0,1.33,5.25,9.0,1.35,5.32,9.59,1.33,5.25,9.5,1.36,5.42,9.37
2019-12-26,Sheffield United,Watford,1,1,D,1,1,D,D Coote,16,5,4,2,11,8,9,1,1,3,0,0,1.83,3.6,4.33,1.9,3.58,4.49,1.85,3.5,4.4,1.81,3.67,4.86
2019-12-26,Chelsea,Southampton,0,2,A,0,1,A,J Moss,10,5,3,3,10,9,8,1,3,2,0,0,1.33,5.25,9.0,1.36,5.3,9.12,1.35,5.0,9.0,1.4,5.08,8.43
2019-12-26,Crystal Palace,West Ham,2,1,H,0,0,D,A Marriner,13,10,4,2,5,10,7,6,0,2,0,0,2.3,3.4,3.1,2.39,3.44,3.11,2.3,3.4,3.1,2.31,3.47,3.24
2019-12-26,Bournemouth,Arsenal,1,1,D,1,0,H,S Attwell,12,17,4,2,5,13,8,3,4,4,0,0,3.5,3.9,1.95,3.49,3.87,2.07,3.5,3.8,2.0,3.81,4.14,1.91
2019-12-26,Aston Villa,Norwich,1,0,H,0,0,D,C Kavanagh,11,16,2,6,15,12,5,8,2,3,0,0,2.1,3.75,3.3,2.14,3.84,3.31,2.1,3.7,3.25,2.19,3.73,3.27
2019-12-26,Tottenham,Brighton,2,1,H,0,1,A,G Scott,11,11,5,5,10,9,9,2,4,2,0,0,1.53,4.33,6.0,1.56,4.48,6.0,1.55,4.33,5.8,1.53,4.48,6.6
2019-12-26,Everton,Burnley,1,0,H,0,0,D,A Taylor,21,6,5,0,15,14,10,2,0,0,0,0,1.7,3.75,5.0,1.75,3.77,5.21,1.7,3.7,5.25,1.75,3.65,5.36
2019-12-27,Wolves,Man City,3,2,H,0,1,A,M Atkinson,20,7,8,3,7,13,3,1,0,1,0,1,8.5,5.0,1.36,7.89,4.96,1.42,8.0,5.0,1.38,6.67,5.38,1.44
2019-12-28,Brighton,Bournemouth,2,0,H,1,0,H,P Tierney,16,10,6,2,8,11,9,2,0,2,0,0,1.75,3.9,4.33,1.79,3.98,4.5,1.78,3.8,4.4,1.81,3.86,4.66
2019-12-28,Newcastle,Everton,1,2,A,0,1,A,L Mason,20,22,5,9,13,13,5,8,2,2,0,0,3.6,3.4,2.05,3.64,3.42,2.16,3.5,3.3,2.15,3.28,3.36,2.34
2019-12-28,Southampton,Crystal Palace,1,1,D,0,0,D,A Madley,14,5,5,2,13,7,12,4,1,2,0,0,1.95,3.6,3.8,2.0,3.67,3.93,1.95,3.5,4.0,2.0,3.52,4.1
2019-12-28,Watford,Aston Villa,3,0,H,1,0,H,S Hooper,20,11,6,2,16,9,6,3,3,1,1,0,1.95,3.8,3.6,2.03,3.8,3.66,2.0,3.75,3.6,1.79,4.04,4.44
2019-12-28,Norwich,Tottenham,2,2,D,1,0,H,K Friend,5,15,2,7,12,10,4,6,3,3,0,0,5.0,4.0,1.66,4.95,4.08,1.71,5.0,4.0,1.67,4.7,4.52,1.68
2019-12-28,Burnley,Man United,0,2,A,0,1,A,M Dean,8,14,1,5,17,10,5,4,4,3,0,0,4.33,3.75,1.8,4.33,3.82,1.86,4.33,3.6,1.83,4.28,3.69,1.91
2019-12-28,West Ham,Leicester,1,2,A,1,1,D,D Coote,14,13,4,8,16,4,5,5,4,1,0,0,4.0,3.9,1.83,4.18,3.87,1.88,4.0,3.8,1.85,2.57,3.68,2.7
2019-12-29,Arsenal,Chelsea,1,2,A,1,0,H,C Pawson,7,13,2,4,13,19,2,3,5,4,0,0,2.87,3.75,2.3,2.88,3.73,2.41,2.8,3.7,2.35,3.06,3.6,2.37
2019-12-29,Liverpool,Wolves,1,0,H,1,0,H,A Taylor,10,10,3,2,7,3,5,6,1,0,0,0,1.25,5.75,12.0,1.3,5.86,11.08,1.27,5.8,11.0,1.26,6.28,12.29
2019-12-29,Man City,Sheffield United,2,0,H,0,0,D,C Kavanagh,16,8,4,0,5,6,8,5,1,1,0,0,1.16,7.5,16.0,1.19,7.95,15.61,1.18,7.5,15.0,1.24,6.85,13.14
2020-01-01,West Ham,Bournemouth,4,0,H,3,0,H,G Scott,14,3,7,2,3,12,9,2,1,2,0,0,1.9,3.75,3.8,1.97,3.99,3.72,1.91,3.8,3.75,1.97,3.61,4.12
2020-01-01,Norwich,Crystal Palace,1,1,D,1,0,H,J Moss,15,12,4,3,12,9,2,5,5,0,0,0,2.5,3.4,2.75,2.56,3.51,2.83,2.55,3.4,2.75,2.37,3.45,3.14
2020-01-01,Man City,Everton,2,1,H,0,0,D,A Marriner,16,7,7,2,11,11,3,6,0,4,0,0,1.25,6.5,10.0,1.28,6.15,11.04,1.27,6.0,11.0,1.33,5.78,9.31
2020-01-01,Watford,Wolves,2,1,H,1,0,H,A Madley,9,16,3,4,12,6,4,7,3,1,1,0,3.0,3.4,2.3,3.25,3.46,2.31,3.2,3.3,2.3,3.17,3.27,2.45
2020-01-01,Arsenal,Man United,2,0,H,2,0,H,C Kavanagh,10,10,4,4,11,15,1,4,2,0,0,0,2.55,3.6,2.62,2.63,3.72,2.62,2.55,3.6,2.6,2.65,3.59,2.67
2020-01-01,Newcastle,Leicester,0,3,A,0,2,A,M Atkinson,5,17,2,10,8,12,4,5,1,1,0,0,5.0,3.8,1.66,5.4,3.97,1.68,5.25,3.9,1.65,4.13,3.88,1.89
2020-01-01,Burnley,Aston Villa,1,2,A,0,2,A,M Oliver,20,11,1,6,12,10,8,4,1,1,0,0,1.75,3.8,4.33,1.83,3.88,4.42,1.78,3.8,4.4,2.03,3.34,4.22
2020-01-01,Brighton,Chelsea,1,1,D,0,1,A,S Attwell,16,16,5,5,8,15,5,3,2,3,0,0,3.6,3.6,1.95,3.8,3.63,2.04,3.7,3.6,2.0,3.94,4.03,1.89
2020-01-01,Southampton,Tottenham,1,0,H,1,0,H,M Dean,12,11,3,5,21,8,6,9,3,4,0,0,3.3,3.5,2.1,3.41,3.54,2.2,3.3,3.5,2.15,3.51,3.91,2.05
2020-01-02,Liverpool,Sheffield United,2,0,H,1,0,H,P Tierney,19,3,7,2,5,8,8,4,0,0,0,0,1.2,6.5,13.0,1.23,6.41,14.97,1.22,6.0,15.0,1.3,5.54,12.41
2020-01-10,Sheffield United,West Ham,1,0,H,0,0,D,M Oliver,13,7,3,2,11,6,7,3,1,0,0,0,1.95,3.4,4.0,2.04,3.44,4.02,2.0,3.4,3.9,1.88,3.57,4.57
2020-01-11,Tottenham,Liverpool,0,1,A,0,1,A,M Atkinson,14,13,4,7,4,8,4,3,0,2,0,0,4.5,4.33,1.66,4.62,4.29,1.71,4.6,4.2,1.7,4.9,4.05,1.72
2020-01-11,Man United,Norwich,4,0,H,1,0,H,A Taylor,13,8,6,3,18,7,4,2,0,0,0,0,1.33,5.25,8.5,1.36,5.19,9.1,1.35,5.0,9.0,1.32,5.66,10.11
2020-01-11,Wolves,Newcastle,1,1,D,1,1,D,P Bankes,9,5,4,1,13,12,5,2,0,3,0,0,1.44,4.5,7.5,1.47,4.41,8.09,1.44,4.2,8.5,1.45,4.6,7.92
2020-01-11,Everton,Brighton,1,0,H,1,0,H,D Coote,14,9,6,2,7,7,4,3,2,1,0,0,1.85,3.8,4.0,1.94,3.59,4.25,1.75,3.5,4.2,1.93,3.8,4.02
2020-01-11,Crystal Palace,Arsenal,1,1,D,0,1,A,P Tierney,6,7,3,4,14,22,1,4,2,3,0,1,4.1,3.9,1.8,4.26,3.96,1.84,4.33,3.8,1.8,4.78,3.84,1.78
2020-01-11,Leicester,Southampton,1,2,A,1,1,D,L Mason,5,16,5,10,9,17,2,4,0,3,0,0,1.6,4.0,5.5,1.65,4.03,5.7,1.63,3.9,5.5,1.73,3.9,5.12
2020-01-11,Chelsea,Burnley,3,0,H,2,0,H,K Friend,18,7,8,2,7,4,10,3,0,3,0,0,1.28,5.5,11.0,1.3,5.68,11.52,1.29,5.5,11.0,1.36,5.12,9.69
2020-01-12,Bournemouth,Watford,0,3,A,0,1,A,M Dean,10,18,1,6,3,13,5,5,1,1,0,0,2.6,3.3,2.7,2.67,3.37,2.78,2.62,3.3,2.7,2.58,3.45,2.83
2020-01-12,Aston Villa,Man City,1,6,A,0,4,A,J Moss,7,22,1,12,5,12,2,4,2,1,0,0,13.0,8.5,1.16,14.54,8.51,1.18,15.0,8.0,1.17,15.31,9.4,1.16
2020-01-18,Man City,Crystal Palace,2,2,D,0,1,A,S Scott,25,5,6,3,9,7,14,2,1,2,0,0,1.1,11.0,19.0,1.1,11.01,26.91,1.08,11.0,29.0,1.09,12.35,29.32
2020-01-18,Watford,Tottenham,0,0,D,0,0,D,M Oliver,15,17,2,5,13,13,3,3,2,3,0,0,3.25,3.5,2.2,3.19,3.55,2.3,3.1,3.5,2.25,3.11,3.55,2.34
2020-01-18,Arsenal,Sheffield United,1,1,D,1,0,H,M Dean,11,12,4,4,9,13,4,5,1,2,0,0,1.83,3.6,4.33,1.88,3.62,4.54,1.83,3.6,4.4,2.09,3.34,3.96
2020-01-18,Brighton,Aston Villa,1,1,D,1,0,H,A Madley,10,8,2,3,11,13,3,4,3,3,0,0,1.66,4.0,5.0,1.65,4.43,4.99,1.63,4.2,5.0,1.68,4.26,4.96
2020-01-18,Norwich,Bournemouth,1,0,H,1,0,H,P Tierney,16,6,5,3,10,10,4,5,2,2,1,1,2.2,3.5,3.25,2.25,3.65,3.2,2.2,3.5,3.2,2.28,3.52,3.26
2020-01-18,West Ham,Everton,1,1,D,1,1,D,A Marriner,12,11,6,3,11,13,7,6,1,0,0,0,2.9,3.5,2.37,3.01,3.53,2.41,3.0,3.4,2.38,2.97,3.45,2.48
2020-01-18,Newcastle,Chelsea,1,0,H,0,0,D,C Kavanagh,7,19,2,4,9,14,1,10,1,1,0,0,6.0,4.5,1.5,6.11,4.72,1.52,6.0,4.5,1.52,5.51,4.42,1.61
2020-01-18,Southampton,Wolves,2,3,A,2,0,H,D England,11,8,5,4,13,12,1,3,2,1,0,0,2.4,3.4,3.0,2.44,3.4,3.07,2.38,3.3,3.1,2.63,3.11,3.04
2020-01-19,Burnley,Leicester,2,1,H,0,1,A,A Taylor,8,18,5,8,14,8,4,5,1,0,0,0,4.33,3.75,1.83,4.17,3.79,1.91,4.2,3.7,1.85,4.22,3.75,1.91
2020-01-19,Liverpool,Man United,2,0,H,1,0,H,C Pawson,16,9,5,4,7,10,11,5,1,3,0,0,1.36,5.25,8.0,1.37,5.3,8.86,1.35,5.0,9.0,1.46,4.64,7.58
2020-01-21,Bournemouth,Brighton,3,1,H,2,0,H,K Friend,11,21,3,8,9,12,5,8,1,1,0,0,2.87,3.4,2.45,3.0,3.39,2.49,2.9,3.3,2.5,2.87,3.28,2.66
2020-01-21,Crystal Palace,Southampton,0,2,A,0,1,A,A Marriner,6,15,0,6,12,13,0,8,1,2,0,0,2.7,3.25,2.7,2.73,3.29,2.77,2.7,3.2,2.7,2.82,3.24,2.72
2020-01-21,Everton,Newcastle,2,2,D,1,0,H,S Hooper,17,8,8,2,13,10,6,4,1,1,0,0,1.55,4.1,6.0,1.61,3.96,6.31,1.57,3.8,6.5,1.49,4.45,7.4
2020-01-21,Sheffield United,Man City,0,1,A,0,0,D,L Mason,4,18,1,5,13,13,5,13,4,3,0,0,7.0,5.0,1.4,7.44,4.87,1.45,7.5,4.75,1.42,8.26,4.69,1.43
2020-01-21,Chelsea,Arsenal,2,2,D,1,0,H,S Attwell,19,2,8,2,11,6,17,5,2,1,0,1,1.72,3.9,4.5,1.74,4.01,4.82,1.73,3.9,4.6,1.74,3.93,4.96
2020-01-21,Aston Villa,Watford,2,1,H,0,1,A,M Atkinson,16,8,5,2,11,18,6,3,2,2,0,0,2.8,3.5,2.45,2.87,3.47,2.54,2.8,3.4,2.5,3.12,3.43,2.39
2020-01-22,Leicester,West Ham,4,1,H,2,0,H,D Coote,19,6,8,2,10,19,7,8,1,1,0,0,1.53,4.33,6.0,1.53,4.62,6.19,1.52,4.4,6.0,1.49,4.72,6.75
2020-01-22,Tottenham,Norwich,2,1,H,1,0,H,C Kavanagh,14,12,3,2,12,7,7,3,0,1,0,0,1.4,5.0,7.5,1.43,5.02,7.59,1.4,4.8,8.0,1.39,5.05,8.8
2020-01-22,Man United,Burnley,0,2,A,0,1,A,J Moss,24,5,7,2,11,7,5,2,0,2,0,0,1.36,4.75,9.0,1.42,4.72,8.62,1.4,4.5,8.5,1.47,4.42,8.14
2020-01-23,Wolves,Liverpool,1,2,A,0,1,A,M Oliver,10,13,3,6,6,11,2,4,0,1,0,0,5.75,3.8,1.61,5.95,3.93,1.65,5.8,3.9,1.62,5.02,4.09,1.7
2020-01-29,West Ham,Liverpool,0,2,A,0,1,A,J Moss,7,13,4,5,6,6,3,7,2,0,0,0,8.5,5.5,1.33,8.92,5.87,1.34,9.0,5.5,1.32,8.76,5.25,1.38
2020-02-01,Bournemouth,Aston Villa,2,1,H,2,0,H,A Taylor,16,18,6,5,10,15,1,8,1,3,1,0,2.1,3.6,3.3,2.17,3.6,3.43,2.15,3.5,3.4,2.15,3.4,3.7
2020-02-01,Crystal Palace,Sheffield United,0,1,A,0,0,D,A Madley,13,10,3,3,9,15,9,5,3,2,0,0,3.1,3.1,2.5,3.13,3.1,2.58,3.1,3.1,2.5,3.25,3.03,2.55
2020-02-01,Liverpool,Southampton,4,0,H,0,0,D,K Friend,16,17,9,4,9,15,6,11,0,2,0,0,1.25,6.0,12.0,1.29,6.04,11.28,1.27,5.8,11.0,1.31,5.65,10.51
2020-02-01,Newcastle,Norwich,0,0,D,0,0,D,M Atkinson,15,19,5,4,10,15,8,12,2,1,0,0,2.2,3.4,3.3,2.27,3.45,3.33,2.2,3.4,3.3,2.25,3.38,3.44
2020-02-01,Watford,Everton,2,3,A,2,2,D,C Pawson,11,12,2,5,17,14,4,4,2,2,0,1,2.75,3.3,2.62,2.73,3.36,2.73,2.75,3.25,2.62,3.1,3.39,2.42
2020-02-01,West Ham,Brighton,3,3,D,2,0,H,M Oliver,12,19,6,6,8,9,4,6,1,1,0,0,2.6,3.3,2.75,2.56,3.44,2.86,2.55,3.3,2.8,2.52,3.42,2.93
2020-02-01,Man United,Wolves,0,0,D,0,0,D,P Tierney,15,14,5,3,14,15,4,6,3,2,0,0,2.25,3.25,3.4,2.24,3.3,3.55,2.25,3.2,3.4,2.12,3.5,3.68
2020-02-01,Leicester,Chelsea,2,2,D,0,0,D,L Mason,14,7,4,3,16,14,4,6,2,2,0,0,2.5,3.6,2.7,2.53,3.69,2.74,2.5,3.6,2.7,2.63,3.49,2.74
2020-02-02,Burnley,Arsenal,0,0,D,0,0,D,C Kavanagh,15,13,2,2,8,11,5,7,1,3,0,0,3.6,3.6,2.0,3.82,3.62,2.04,3.75,3.5,2.0,4.03,3.71,1.96
2020-02-02,Tottenham,Man City,2,0,H,0,0,D,M Dean,3,18,3,5,8,14,2,6,2,3,0,1,5.5,4.6,1.53,5.7,4.48,1.58,5.8,4.33,1.55,6.08,4.77,1.52
2020-02-08,Everton,Crystal Palace,3,1,H,1,0,H,D Coote,14,10,8,2,11,12,4,6,0,1,0,0,1.61,3.8,6.0,1.64,3.82,6.27,1.63,3.7,6.0,1.67,3.77,6.05
2020-02-08,Brighton,Watford,1,1,D,0,1,A,K Friend,10,5,2,2,9,12,3,2,2,2,0,0,2.1,3.4,3.6,2.2,3.38,3.57,2.15,3.3,3.5,2.36,3.3,3.28
2020-02-09,Sheffield United,Bournemouth,2,1,H,1,1,D,J Moss,16,10,6,2,10,8,8,4,2,2,0,0,1.66,3.6,5.75,1.74,3.55,5.72,1.73,3.4,5.5,1.81,3.42,5.46
2020-02-14,Wolves,Leicester,0,0,D,0,0,D,M Dean,15,9,3,3,13,10,7,0,2,2,0,1,2.5,3.3,2.87,2.57,3.32,2.93,2.55,3.2,2.88,2.69,3.17,2.91
2020-02-15,Southampton,Burnley,1,2,A,1,1,D,S Hooper,10,9,2,6,8,11,4,3,2,2,0,0,1.75,3.8,4.75,1.83,3.7,4.68,1.75,3.7,4.8,1.65,4.12,5.49
2020-02-15,Norwich,Liverpool,0,1,A,0,0,D,S Attwell,5,17,1,6,5,11,2,7,1,2,0,0,11.0,6.25,1.25,10.45,6.12,1.29,10.0,5.8,1.29,9.19,5.38,1.36
2020-02-16,Arsenal,Newcastle,4,0,H,0,0,D,L Mason,15,10,7,2,15,9,5,6,2,0,0,0,1.4,4.75,8.0,1.45,4.57,8.0,1.42,4.5,8.0,1.46,4.55,7.93
2020-02-16,Aston Villa,Tottenham,2,3,A,1,2,A,M Atkinson,18,23,4,10,12,10,12,7,2,0,0,0,4.0,3.8,1.85,4.11,3.8,1.92,4.0,3.75,1.88,3.95,3.74,1.97
2020-02-17,Chelsea,Man United,0,2,A,0,1,A,A Taylor,17,9,1,3,11,11,9,8,4,3,0,0,1.85,3.5,4.5,1.86,3.7,4.53,1.85,3.6,4.33,2.02,3.47,4.08
2020-02-19,Man City,West Ham,2,0,H,1,0,H,K Friend,20,3,7,0,5,7,6,1,0,1,0,0,1.12,9.5,17.0,1.13,9.52,19.01,1.12,9.0,19.0,1.13,10.24,21.36
2020-02-22,Chelsea,Tottenham,2,1,H,1,0,H,M Oliver,17,5,7,3,14,14,3,5,1,2,0,0,1.72,4.0,4.5,1.75,3.99,4.8,1.73,3.9,4.75,1.88,3.55,4.6
2020-02-22,Burnley,Bournemouth,3,0,H,0,0,D,M Dean,16,12,10,4,9,9,7,3,4,3,0,0,2.1,3.3,3.7,2.16,3.32,3.76,2.1,3.25,3.7,2.22,3.38,3.53
2020-02-22,Crystal Palace,Newcastle,1,0,H,1,0,H,P Bankes,18,8,9,2,15,11,7,5,2,6,0,1,1.95,3.4,4.2,2.02,3.33,4.32,1.95,3.3,4.33,2.25,3.23,3.62
2020-02-22,Sheffield United,Brighton,1,1,D,1,1,D,G Scott,14,8,3,2,3,6,12,2,0,2,0,0,1.95,3.4,4.2,1.97,3.38,4.47,1.95,3.25,4.33,1.97,3.44,4.38
2020-02-22,Southampton,Aston Villa,2,0,H,1,0,H,C Pawson,28,4,9,1,13,17,9,6,1,4,0,0,1.61,4.33,5.0,1.65,4.34,5.19,1.62,4.2,5.25,1.77,3.98,4.67
2020-02-22,Leicester,Man City,0,1,A,0,0,D,P Tierney,10,18,3,7,14,10,3,7,0,0,0,0,4.5,4.2,1.7,4.62,4.28,1.72,4.5,4.0,1.73,5.52,4.55,1.58
2020-02-23,Arsenal,Everton,3,2,H,2,2,D,S Attwell,9,17,4,5,12,12,6,3,0,4,0,0,2.0,3.6,3.7,2.08,3.63,3.65,2.05,3.5,3.6,2.0,3.67,3.91
2020-02-23,Wolves,Norwich,3,0,H,2,0,H,C Kavanagh,19,6,6,4,11,6,4,1,2,3,0,0,1.5,4.2,7.0,1.52,4.32,7.0,1.52,4.2,6.5,1.51,4.37,7.27
2020-02-23,Man United,Watford,3,0,H,1,0,H,M Atkinson,21,7,9,2,6,15,3,5,0,1,0,0,1.6,3.9,6.0,1.61,4.02,6.2,1.6,3.9,6.0,1.61,3.98,6.31
2020-02-24,Liverpool,West Ham,3,2,H,1,1,D,J Moss,25,7,7,4,4,10,16,8,0,3,0,0,1.16,8.0,15.0,1.16,8.19,17.1,1.17,7.5,17.0,1.15,9.09,19.01
2020-02-28,Norwich,Leicester,1,0,H,0,0,D,C Pawson,11,19,6,4,13,16,6,7,1,2,0,0,4.33,4.1,1.72,4.75,4.04,1.75,4.75,4.0,1.7,4.18,3.89,1.88
2020-02-29,Brighton,Crystal Palace,0,1,A,0,0,D,M Atkinson,24,12,8,3,8,9,8,7,1,1,0,0,2.05,3.25,3.9,2.09,3.3,4.03,2.05,3.25,3.9,2.26,3.16,3.68
2020-02-29,Bournemouth,Chelsea,2,2,D,0,1,A,A Marriner,9,23,5,6,8,5,4,14,2,2,0,0,4.75,3.8,1.72,4.67,3.87,1.79,4.6,3.7,1.78,4.09,3.79,1.93
2020-02-29,Newcastle,Burnley,0,0,D,0,0,D,A Madley,21,8,4,1,11,9,11,7,4,3,0,0,2.62,3.1,2.9,2.7,3.14,2.92,2.62,3.1,2.88,2.75,3.26,2.78
2020-02-29,West Ham,Southampton,3,1,H,2,1,H,A Taylor,14,10,7,2,8,11,4,9,1,1,0,0,2.65,3.6,2.5,2.77,3.61,2.55,2.7,3.5,2.55,2.58,3.52,2.79
2020-02-29,Watford,Liverpool,3,0,H,0,0,D,M Oliver,14,7,5,1,4,8,3,5,0,0,0,0,8.0,4.75,1.4,7.52,4.92,1.44,7.5,4.8,1.42,6.75,4.76,1.49
2020-03-01,Everton,Man United,1,1,D,1,1,D,C Kavanagh,16,14,5,5,11,11,13,8,3,4,0,0,2.5,3.25,2.9,2.56,3.42,2.88,2.55,3.3,2.8,2.89,3.3,2.62
2020-03-01,Tottenham,Wolves,2,3,A,2,1,H,S Attwell,13,14,5,4,12,14,4,5,3,2,0,0,2.45,3.2,3.0,2.47,3.19,3.21,2.45,3.1,3.1,2.88,3.1,2.77
2020-03-07,Liverpool,Bournemouth,2,1,H,2,1,H,P Tierney,14,6,6,4,10,12,9,4,0,1,0,0,1.22,6.5,13.0,1.25,6.44,12.49,1.25,6.0,12.0,1.22,7.06,13.2
2020-03-07,Arsenal,West Ham,1,0,H,0,0,D,M Atkinson,9,14,2,6,11,9,6,7,1,2,0,0,1.57,4.4,5.5,1.57,4.41,5.95,1.55,4.33,5.8,1.68,4.15,5.1
2020-03-07,Crystal Palace,Watford,1,0,H,1,0,H,A Taylor,10,10,3,4,12,19,8,8,4,4,0,0,2.55,3.2,2.9,2.62,3.21,2.96,2.55,3.1,3.0,2.8,3.05,2.89
2020-03-07,Sheffield United,Norwich,1,0,H,1,0,H,S Hooper,10,12,4,5,12,8,10,5,0,0,0,0,1.65,3.75,5.75,1.66,3.87,5.87,1.65,3.7,5.8,1.66,4.07,5.48
2020-03-07,Wolves,Brighton,0,0,D,0,0,D,A Marriner,11,7,1,1,4,7,2,0,1,3,0,0,1.61,3.9,5.75,1.66,4.08,5.47,1.63,3.9,5.5,1.75,3.67,5.31
2020-03-07,Burnley,Tottenham,1,1,D,1,0,H,J Moss,21,13,8,2,16,11,3,5,5,4,0,0,2.7,3.3,2.62,2.74,3.38,2.71,2.7,3.25,2.7,2.73,3.35,2.74
2020-03-07,Southampton,Newcastle,0,1,A,0,0,D,G Scott,6,14,3,7,14,15,5,8,0,3,1,0,1.61,4.1,5.25,1.7,3.88,5.39,1.67,3.8,5.25,1.75,3.95,4.89
2020-03-08,Chelsea,Everton,4,0,H,2,0,H,K Friend,17,3,11,1,8,10,6,1,1,2,0,0,1.8,3.9,4.2,1.9,3.72,4.28,1.85,3.7,4.2,1.88,3.86,4.19
2020-03-08,Man United,Man City,2,0,H,1,0,H,M Dean,12,7,6,2,11,9,2,11,2,4,0,0,5.0,4.33,1.6,5.0,4.33,1.67,5.0,4.2,1.63,4.36,3.93,1.83
2020-03-09,Leicester,Aston Villa,4,0,H,1,0,H,M Oliver,15,4,7,1,15,12,9,0,2,1,0,0,1.36,5.25,8.0,1.39,5.15,8.54,1.38,5.0,8.0,1.52,4.6,6.34
2020-06-17,Aston Villa,Sheffield United,0,0,D,0,0,D,M Oliver,14,5,6,1,11,14,12,4,1,1,0,0,3.2,3.4,2.25,3.48,3.37,2.28,3.3,3.3,2.25,3.33,3.38,2.35
2020-06-17,Man City,Arsenal,3,0,H,1,0,H,A Taylor,20,3,12,0,9,7,5,2,1,1,0,1,1.36,5.25,7.5,1.37,5.65,8.52,1.33,5.5,8.5,1.29,6.6,9.96
2020-06-19,Norwich,Southampton,0,3,A,0,0,D,K Friend,9,22,1,9,9,15,9,7,1,1,0,0,2.8,3.5,2.45,2.86,3.43,2.63,2.8,3.4,2.5,2.96,3.5,2.51
2020-06-19,Tottenham,Man United,1,1,D,1,0,H,J Moss,10,12,3,6,17,18,7,6,0,1,0,0,3.0,3.4,2.37,3.14,3.41,2.43,3.0,3.4,2.38,3.39,3.52,2.26
2020-06-20,West Ham,Wolves,0,2,A,0,0,D,A Taylor,7,10,2,6,8,7,5,7,1,1,0,0,3.6,3.4,2.1,3.7,3.4,2.19,3.6,3.3,2.15,4.2,3.58,1.98
2020-06-20,Bournemouth,Crystal Palace,0,2,A,0,2,A,S Attwell,12,7,1,2,13,15,11,4,3,2,0,0,2.45,3.2,3.0,2.55,3.32,3.04,2.5,3.2,3.0,2.85,3.13,2.85
2020-06-20,Watford,Leicester,1,1,D,0,0,D,C Pawson,8,15,4,2,15,12,2,7,0,1,0,0,3.6,3.5,2.05,3.73,3.6,2.1,3.6,3.5,2.05,3.78,3.44,2.14
2020-06-20,Brighton,Arsenal,2,1,H,0,0,D,M Atkinson,9,13,5,6,13,8,10,7,2,1,0,0,3.1,3.25,2.37,3.03,3.42,2.5,3.0,3.3,2.4,3.29,3.45,2.33
2020-06-21,Newcastle,Sheffield United,3,0,H,0,0,D,D Coote,12,7,8,1,9,10,2,4,2,0,0,1,3.3,3.1,2.37,3.39,3.16,2.43,3.3,3.1,2.35,3.31,3.13,2.5
2020-06-21,Aston Villa,Chelsea,1,2,A,1,0,H,P Tierney,8,19,4,5,9,17,2,10,2,1,0,0,6.0,4.5,1.5,6.23,4.72,1.53,6.0,4.6,1.5,7.25,4.61,1.49
2020-06-21,Everton,Liverpool,0,0,D,0,0,D,M Dean,9,10,3,3,15,12,1,6,2,2,0,0,6.0,4.2,1.55,5.9,4.37,1.6,5.8,4.2,1.57,6.04,4.05,1.63
2020-06-22,Man City,Burnley,5,0,H,3,0,H,A Marriner,19,1,7,0,8,7,3,1,1,1,0,0,1.12,9.0,15.0,1.13,9.32,20.02,1.11,9.0,23.0,1.13,9.76,28.4
2020-06-23,Leicester,Brighton,0,0,D,0,0,D,L Mason,11,10,2,2,10,13,6,7,2,2,0,0,1.6,4.0,5.75,1.64,4.07,5.8,1.62,3.9,5.8,1.65,3.99,6.02
2020-06-23,Tottenham,West Ham,2,0,H,0,0,D,C Pawson,15,10,4,2,12,7,9,4,2,2,0,0,1.66,4.0,5.0,1.68,4.12,5.22,1.65,3.9,5.25,1.56,4.19,6.86
2020-06-24,Man United,Sheffield United,3,0,H,2,0,H,A Taylor,15,4,6,1,10,6,10,5,1,0,0,0,1.4,4.5,8.5,1.4,4.47,9.32,1.42,4.2,9.0,1.37,5.0,10.32
2020-06-24,Newcastle,Aston Villa,1,1,D,0,0,D,C Kavanagh,13,14,3,2,15,13,6,9,2,2,0,0,2.3,3.3,3.2,2.35,3.39,3.22,2.3,3.3,3.2,2.4,3.45,3.17
