Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,WHH,WHD,WHA,PSCH,PSCD,PSCA,GoalDiff_HT,GoalDiff_FT,TotalHomeShots,TotalAwayShots,HomeTeam_ID,AwayTeam_ID
2022,Crystal Palace,Arsenal,0,2,A,0,1,A,A Taylor,10,10,2,2,16,11,3,5,1,2,0,0,4.2,3.6,1.85,4.5,3.65,1.89,4.4,3.5,1.83,4.58,3.63,1.88,-1,-2,12,12,17,6
2022,Fulham,Liverpool,2,2,D,1,0,H,A Madley,9,11,3,4,7,9,4,4,2,0,0,0,11.0,6.0,1.25,11.2,6.22,1.28,12.0,5.5,1.27,10.5,6.5,1.29,1,0,12,15,25,19
2022,Bournemouth,Aston Villa,2,0,H,1,0,H,P Bankes,7,15,3,2,18,16,5,5,3,3,0,0,3.75,3.5,2.0,3.93,3.58,2.04,3.75,3.3,2.05,4.09,3.59,2.0,1,2,10,17,0,10
2022,Leeds,Wolves,2,1,H,1,1,D,R Jones,12,15,4,6,13,9,6,4,2,0,0,0,2.25,3.4,3.2,2.39,3.33,3.3,2.25,3.3,3.2,2.45,3.44,3.09,0,1,16,21,29,26
2022,Newcastle,Nott'm Forest,2,0,H,0,0,D,S Hooper,23,5,10,0,9,14,11,1,0,3,0,0,1.66,3.8,5.25,1.71,3.74,5.83,1.67,3.7,5.25,1.57,4.22,6.6,0,2,33,5,7,31
2022,Tottenham,Southampton,4,1,H,2,1,H,A Marriner,18,10,8,2,11,6,10,2,3,0,0,0,1.33,5.5,8.5,1.37,5.39,9.11,1.35,5.0,8.5,1.39,5.34,8.55,1,3,26,12,14,11
2022,Everton,Chelsea,0,1,A,0,1,A,C Pawson,8,15,4,6,14,11,4,16,3,2,0,0,5.5,4.0,1.61,6.04,4.06,1.63,5.8,3.75,1.62,6.89,4.16,1.56,-1,-1,12,21,2,1
2022,Leicester,Brentford,2,2,D,1,0,H,J Gillett,14,8,5,3,6,5,5,6,0,0,0,0,2.0,3.75,3.5,2.07,3.69,3.74,2.0,3.6,3.5,1.96,3.69,4.29,1,0,19,11,3,30
2022,Man United,Brighton,1,2,A,0,2,A,P Tierney,17,15,5,4,7,12,6,2,4,1,0,0,1.6,4.2,5.25,1.65,4.14,5.68,1.6,3.9,5.5,1.81,3.86,4.72,-2,-1,22,19,4,23
2022,West Ham,Man City,0,2,A,0,1,A,M Oliver,6,14,1,2,8,4,1,4,0,1,0,0,8.0,5.0,1.36,8.58,5.48,1.38,9.0,5.0,1.33,8.0,5.35,1.41,-1,-2,7,16,16,18
2022,Aston Villa,Everton,2,1,H,1,0,H,M Oliver,12,15,4,4,9,7,5,8,4,1,0,0,1.8,3.5,4.75,1.83,3.55,5.12,1.8,3.4,4.75,1.81,3.64,5.11,1,1,16,19,10,2
2022,Arsenal,Leicester,4,2,H,2,0,H,D England,19,6,7,2,15,9,6,2,1,1,0,0,1.53,4.33,5.75,1.58,4.34,6.22,1.53,4.2,5.8,1.58,4.42,5.97,2,2,26,8,6,3
2022,Brighton,Newcastle,0,0,D,0,0,D,G Scott,13,4,7,1,8,6,7,3,2,3,0,0,2.45,3.2,3.0,2.48,3.24,3.22,2.38,3.25,3.0,2.5,3.3,3.14,0,0,20,5,23,7
2022,Man City,Bournemouth,4,0,H,3,0,H,D Coote,19,3,7,1,9,9,11,1,0,3,0,0,1.06,13.0,29.0,1.07,13.82,41.0,1.05,13.0,34.0,1.08,13.5,36.0,3,4,26,4,18,0
2022,Southampton,Leeds,2,2,D,0,0,D,T Harrington,14,13,4,5,10,12,2,5,1,3,0,0,2.25,3.5,3.1,2.34,3.55,3.18,2.25,3.4,3.1,2.44,3.64,2.96,0,0,18,18,11,29
2022,Wolves,Fulham,0,0,D,0,0,D,J Brooks,7,9,1,3,7,14,5,3,3,3,0,0,2.3,3.3,3.2,2.44,3.24,3.29,2.35,3.25,3.1,2.23,3.48,3.5,0,0,8,12,26,25
2022,Brentford,Man United,4,0,H,4,0,H,S Attwell,13,15,7,4,6,15,8,2,0,4,0,0,3.75,3.5,2.0,3.82,3.64,2.06,3.8,3.5,1.95,4.65,4.09,1.78,4,4,20,19,30,4
2022,Nott'm Forest,West Ham,1,0,H,1,0,H,R Jones,13,19,6,5,10,11,6,7,4,1,0,0,4.2,3.6,1.85,4.28,3.72,1.92,4.2,3.5,1.85,4.03,3.68,1.99,1,1,19,24,31,16
2022,Chelsea,Tottenham,2,2,D,1,0,H,A Taylor,16,10,3,5,9,9,8,5,3,0,0,0,2.25,3.4,3.2,2.28,3.52,3.35,2.25,3.3,3.2,2.17,3.53,3.61,1,0,19,15,1,14
2022,Liverpool,Crystal Palace,1,1,D,0,1,A,P Tierney,24,7,4,3,7,8,4,2,2,4,1,0,1.18,6.75,16.0,1.2,7.09,18.57,1.18,6.5,17.0,1.29,6.25,12.0,-1,0,28,10,19,17
2022,Tottenham,Wolves,1,0,H,0,0,D,S Hooper,11,20,4,3,10,8,8,6,2,2,0,0,1.4,4.75,7.5,1.43,4.94,7.95,1.38,4.6,8.5,1.48,4.88,6.99,0,1,15,23,14,26
2022,Crystal Palace,Aston Villa,3,1,H,1,1,D,A Madley,17,13,9,5,16,14,4,2,2,1,0,0,2.5,3.25,2.9,2.58,3.19,3.12,2.5,3.2,2.9,2.56,3.26,3.08,0,2,26,18,17,10
2022,Everton,Nott'm Forest,1,1,D,0,0,D,A Marriner,19,14,8,5,6,9,6,2,3,2,0,0,1.9,3.6,4.0,2.0,3.45,4.27,1.91,3.5,4.0,1.89,3.58,4.62,0,0,27,19,2,31
2022,Fulham,Brentford,3,2,H,2,1,H,P Bankes,18,13,9,5,13,7,6,3,3,2,0,0,2.45,3.4,2.9,2.52,3.53,2.93,2.4,3.4,2.88,2.7,3.44,2.8,1,1,27,18,25,30
2022,Leicester,Southampton,1,2,A,0,0,D,M Salisbury,6,9,1,3,11,15,2,5,2,3,0,0,1.83,4.0,4.0,1.86,4.09,4.12,1.85,3.75,3.9,1.78,4.18,4.51,0,-1,7,12,3,11
2022,Bournemouth,Arsenal,0,3,A,0,2,A,C Pawson,6,14,1,6,12,10,3,4,2,1,0,0,8.0,4.75,1.4,7.55,4.8,1.46,8.0,4.5,1.4,7.26,4.82,1.47,-2,-3,7,20,0,6
2022,Leeds,Chelsea,3,0,H,2,0,H,S Attwell,12,14,6,3,16,15,4,6,0,1,0,1,5.75,4.5,1.53,6.23,4.6,1.54,5.25,4.33,1.57,6.14,4.63,1.55,2,3,18,17,29,1
2022,West Ham,Brighton,0,2,A,0,1,A,A Taylor,13,11,3,2,10,7,5,4,2,0,0,0,2.3,3.4,3.1,2.34,3.52,3.22,2.25,3.4,3.1,2.6,3.42,2.9,-1,-2,16,13,16,23
2022,Newcastle,Man City,3,3,D,2,1,H,J Gillett,12,21,6,10,14,7,5,5,4,2,0,0,7.5,5.0,1.36,9.43,5.22,1.37,9.0,4.8,1.35,7.0,5.0,1.47,1,0,18,31,7,18
2022,Man United,Liverpool,2,1,H,1,0,H,M Oliver,12,17,4,5,11,7,6,8,3,1,0,0,5.25,4.33,1.6,5.39,4.35,1.64,5.25,4.33,1.57,4.65,4.5,1.7,1,1,16,22,4,19
2022,Southampton,Man United,0,1,A,0,0,D,A Madley,17,11,5,6,4,14,5,3,0,3,0,0,4.2,4.0,1.8,4.31,4.0,1.85,4.2,4.0,1.75,3.65,3.95,2.02,0,-1,22,17,11,4
2022,Brentford,Everton,1,1,D,0,1,A,J Brooks,19,14,5,7,8,8,8,5,2,2,0,0,2.0,3.5,3.75,2.1,3.49,3.84,2.05,3.4,3.6,2.08,3.51,3.91,-1,0,24,21,30,2
2022,Brighton,Leeds,1,0,H,0,0,D,M Salisbury,13,10,4,2,10,14,5,3,2,3,0,0,1.9,3.8,3.8,1.93,3.72,4.24,1.85,3.7,4.0,1.74,3.98,5.09,0,1,17,12,23,29
2022,Chelsea,Leicester,2,1,H,0,0,D,P Tierney,7,17,3,5,10,7,3,11,1,2,1,0,1.4,5.0,7.0,1.45,4.86,7.66,1.4,4.75,7.5,1.41,5.2,7.99,0,1,10,22,1,3
2022,Liverpool,Bournemouth,9,0,H,5,0,H,S Attwell,19,5,12,2,6,5,8,1,0,1,0,0,1.1,10.0,26.0,1.13,10.48,23.11,1.1,9.5,21.0,1.15,9.25,19.5,5,9,31,7,19,0
2022,Man City,Crystal Palace,4,2,H,0,2,A,D England,18,2,5,2,14,8,6,1,1,2,0,0,1.18,7.5,13.0,1.2,7.5,16.26,1.18,7.0,15.0,1.2,7.75,16.0,-2,2,23,4,18,17
2022,Arsenal,Fulham,2,1,H,0,0,D,J Gillett,22,11,8,3,6,12,9,2,2,3,0,0,1.3,5.75,9.0,1.33,5.83,9.75,1.29,5.5,9.5,1.42,5.35,7.5,0,1,30,14,6,25
2022,Aston Villa,West Ham,0,1,A,0,0,D,D Coote,9,7,3,2,10,10,3,2,2,0,0,0,2.3,3.4,3.1,2.41,3.41,3.18,2.25,3.4,3.1,2.12,3.53,3.74,0,-1,12,9,10,16
2022,Wolves,Newcastle,1,1,D,1,0,H,P Bankes,10,21,4,6,10,11,4,13,2,1,0,0,2.7,3.3,2.7,2.76,3.32,2.79,2.7,3.25,2.62,2.59,3.3,3.0,1,0,14,27,26,7
2022,Nott'm Forest,Tottenham,0,2,A,0,1,A,C Pawson,17,18,1,7,11,13,6,1,6,1,0,0,7.0,4.6,1.44,7.15,4.63,1.49,7.0,4.4,1.44,7.1,5.05,1.45,-1,-2,18,25,31,14
2022,Crystal Palace,Brentford,1,1,D,0,0,D,S Hooper,13,9,4,3,11,8,4,6,1,2,0,0,2.05,3.4,3.6,2.11,3.47,3.83,2.05,3.4,3.6,2.12,3.49,3.78,0,0,17,12,17,30
2022,Fulham,Brighton,2,1,H,0,0,D,T Bramall,10,7,3,4,9,11,3,3,2,1,0,0,3.1,3.3,2.3,3.26,3.44,2.36,3.2,3.2,2.3,3.36,3.29,2.38,0,1,13,11,25,23
2022,Southampton,Chelsea,2,1,H,2,1,H,M Oliver,9,10,7,4,15,10,5,3,2,1,0,0,5.25,4.0,1.61,5.28,4.24,1.67,5.25,4.0,1.62,5.22,4.11,1.69,1,1,16,14,11,1
2022,Leeds,Everton,1,1,D,0,1,A,D England,14,7,5,2,10,9,10,2,3,3,0,0,2.15,3.5,3.3,2.16,3.61,3.53,2.1,3.4,3.4,2.17,3.65,3.49,-1,0,19,9,29,2
2022,Arsenal,Aston Villa,2,1,H,1,0,H,R Jones,22,4,9,3,10,14,10,3,2,3,0,0,1.45,4.5,6.0,1.5,4.67,6.97,1.44,4.4,7.0,1.55,4.57,6.27,1,1,31,7,6,10
2022,Bournemouth,Wolves,0,0,D,0,0,D,A Taylor,5,17,2,4,12,12,2,5,2,1,0,0,3.5,3.3,2.15,3.52,3.43,2.24,3.5,3.4,2.1,3.4,3.32,2.34,0,0,7,21,0,26
2022,Man City,Nott'm Forest,6,0,H,3,0,H,P Tierney,17,8,9,1,9,7,10,1,0,1,0,0,1.06,13.0,29.0,1.08,13.43,31.06,1.06,12.0,29.0,1.1,12.5,26.0,3,6,26,9,18,31
2022,West Ham,Tottenham,1,1,D,0,1,A,P Bankes,14,13,4,4,10,9,3,4,2,5,0,0,3.6,3.8,1.95,3.67,3.84,2.04,3.7,3.6,1.95,3.29,3.51,2.3,-1,0,18,17,16,14
2022,Liverpool,Newcastle,2,1,H,0,1,A,A Marriner,23,5,6,2,9,10,13,0,0,2,0,0,1.33,5.25,9.0,1.33,5.89,9.75,1.29,5.5,10.0,1.29,6.26,10.61,-1,1,29,7,19,7
2022,Leicester,Man United,0,1,A,0,1,A,C Pawson,10,9,2,2,7,15,1,3,1,3,0,0,3.4,3.75,2.05,3.45,3.86,2.11,3.3,3.7,2.05,3.2,3.76,2.25,-1,-1,12,11,3,4
2022,Everton,Liverpool,0,0,D,0,0,D,A Taylor,14,23,3,8,7,11,7,9,2,2,0,0,7.0,4.75,1.4,8.08,5.21,1.41,8.0,4.75,1.38,7.8,5.4,1.4,0,0,17,31,2,19
2022,Brentford,Leeds,5,2,H,2,1,H,R Jones,14,17,8,6,8,9,2,6,2,2,0,0,2.1,3.5,3.4,2.21,3.59,3.44,2.15,3.5,3.2,2.17,3.57,3.55,1,3,22,23,30,29
2022,Chelsea,West Ham,2,1,H,0,0,D,A Madley,8,6,3,3,6,11,10,3,4,2,0,0,1.55,4.5,5.5,1.58,4.37,6.17,1.53,4.2,5.8,1.69,4.03,5.44,0,1,11,9,1,16
2022,Newcastle,Crystal Palace,0,0,D,0,0,D,M Salisbury,23,19,6,9,19,12,13,5,2,1,0,0,2.0,3.5,3.75,2.1,3.44,3.89,2.0,3.4,3.7,2.12,3.47,3.82,0,0,29,28,7,17
2022,Nott'm Forest,Bournemouth,2,3,A,2,0,H,M Oliver,11,8,3,3,13,10,4,6,2,1,0,0,1.95,3.5,3.8,2.05,3.51,4.0,2.0,3.4,3.8,2.21,3.38,3.65,2,-1,14,11,31,0
2022,Tottenham,Fulham,2,1,H,1,0,H,S Attwell,23,9,10,3,9,6,10,3,3,4,0,0,1.5,4.5,6.5,1.52,4.63,6.51,1.47,4.33,6.5,1.54,4.62,6.24,1,1,33,12,14,25
2022,Wolves,Southampton,1,0,H,1,0,H,J Brooks,7,12,2,1,10,14,5,6,4,2,0,0,2.2,3.4,3.25,2.3,3.41,3.41,2.2,3.4,3.25,2.14,3.53,3.68,1,1,9,13,26,11
2022,Aston Villa,Man City,1,1,D,0,0,D,S Hooper,3,13,1,4,7,6,1,4,2,0,0,0,8.0,5.5,1.33,9.25,5.98,1.33,9.0,5.25,1.32,9.35,5.85,1.33,0,0,4,17,10,18
2022,Brighton,Leicester,5,2,H,2,2,D,T Harrington,23,6,11,4,6,8,10,1,1,1,0,0,1.83,3.5,4.5,1.85,3.63,4.85,1.83,3.4,4.5,1.94,3.63,4.29,0,3,34,10,23,3
2022,Man United,Arsenal,3,1,H,1,0,H,P Tierney,10,16,6,3,13,9,2,5,3,3,0,0,2.5,3.5,2.7,2.7,3.58,2.68,2.5,3.5,2.7,2.71,3.56,2.69,1,2,16,19,4,6
2022,Aston Villa,Southampton,1,0,H,1,0,H,T Harrington,11,7,3,1,13,13,6,3,3,1,0,0,2.1,3.5,3.5,2.14,3.62,3.6,2.05,3.5,3.5,2.14,3.58,3.64,1,1,14,8,10,11
2022,Nott'm Forest,Fulham,2,3,A,1,0,H,J Gillett,11,15,3,7,11,10,2,10,2,4,0,0,2.75,3.3,2.62,2.82,3.43,2.67,2.75,3.4,2.5,2.8,3.49,2.64,1,-1,14,22,31,25
2022,Wolves,Man City,0,3,A,0,2,A,A Taylor,6,16,1,7,7,9,5,7,2,1,1,0,9.5,5.0,1.33,9.3,5.52,1.36,9.5,5.25,1.32,9.25,5.65,1.35,-2,-3,7,23,26,18
2022,Newcastle,Bournemouth,1,1,D,0,0,D,C Pawson,20,10,7,3,10,11,8,1,2,2,0,0,1.44,4.4,7.5,1.49,4.56,7.5,1.44,4.2,7.5,1.43,5.01,7.85,0,0,27,13,7,0
2022,Tottenham,Leicester,6,2,H,2,2,D,S Hooper,16,19,11,7,9,9,6,1,1,2,0,0,1.45,4.5,7.0,1.52,4.46,7.04,1.47,4.5,6.5,1.56,4.45,6.38,0,4,27,26,14,3
2022,Brentford,Arsenal,0,3,A,0,2,A,D Coote,5,13,2,7,10,10,3,3,0,2,0,0,4.2,3.8,1.8,4.46,3.98,1.83,4.2,3.8,1.78,4.5,3.85,1.85,-2,-3,7,20,30,6
2022,Everton,West Ham,1,0,H,0,0,D,M Oliver,7,14,2,4,8,11,5,14,3,1,0,0,2.9,3.25,2.5,2.96,3.39,2.57,2.9,3.25,2.45,2.95,3.35,2.6,0,1,9,18,2,16
2022,Arsenal,Tottenham,3,1,H,1,1,D,A Taylor,22,7,9,3,10,10,5,2,2,1,0,1,2.05,3.75,3.3,2.13,3.65,3.57,2.05,3.5,3.5,1.99,3.75,3.84,0,2,31,10,6,14
2022,Bournemouth,Brentford,0,0,D,0,0,D,T Bramall,7,13,1,4,11,10,7,8,1,2,0,0,3.3,3.4,2.2,3.45,3.49,2.25,3.3,3.4,2.15,3.3,3.53,2.27,0,0,8,17,0,30
2022,Crystal Palace,Chelsea,1,2,A,1,1,D,C Kavanagh,7,13,3,3,11,13,5,2,1,3,0,0,4.2,3.6,1.85,4.42,3.56,1.93,4.2,3.6,1.83,4.83,3.78,1.79,0,-1,10,16,17,1
2022,Fulham,Newcastle,1,4,A,0,3,A,D England,3,19,1,10,9,10,1,8,2,0,1,0,3.0,3.4,2.37,3.11,3.57,2.38,3.0,3.3,2.35,2.95,3.42,2.51,-3,-3,4,29,25,7
2022,Liverpool,Brighton,3,3,D,1,2,A,A Madley,15,6,7,6,9,13,9,2,1,1,0,0,1.33,5.25,8.5,1.38,5.49,8.42,1.36,5.0,8.0,1.49,4.76,6.85,-1,0,22,12,19,23
2022,Southampton,Everton,1,2,A,0,0,D,A Marriner,22,12,6,5,11,10,7,6,2,2,0,0,2.15,3.4,3.4,2.23,3.48,3.49,2.15,3.4,3.3,2.38,3.32,3.23,0,-1,28,17,11,2
2022,West Ham,Wolves,2,0,H,1,0,H,P Tierney,18,15,5,4,8,6,1,6,2,2,0,0,1.95,3.5,4.2,2.01,3.42,4.31,1.91,3.4,4.2,2.07,3.36,4.01,1,2,23,19,16,26
2022,Man City,Man United,6,3,H,4,0,H,M Oliver,22,12,10,8,3,9,5,1,0,3,0,0,1.33,5.75,7.5,1.37,5.91,7.74,1.33,5.25,8.5,1.43,5.6,6.7,4,3,32,20,18,4
2022,Leeds,Aston Villa,0,0,D,0,0,D,S Attwell,9,19,1,7,23,12,2,9,3,2,1,0,2.35,3.4,3.0,2.43,3.44,3.12,2.35,3.4,2.9,2.45,3.49,3.06,0,0,10,26,29,10
2022,Leicester,Nott'm Forest,4,0,H,3,0,H,R Jones,17,10,7,3,13,12,6,6,2,4,0,0,1.75,4.0,4.33,1.78,4.2,4.48,1.73,3.9,4.4,1.74,4.15,4.75,3,4,24,13,3,31
2022,Bournemouth,Leicester,2,1,H,0,1,A,M Salisbury,10,9,4,5,8,16,7,2,1,2,0,0,3.6,3.4,2.05,3.64,3.7,2.09,3.5,3.6,2.0,3.45,3.54,2.22,-1,1,14,14,0,3
2022,Chelsea,Wolves,3,0,H,1,0,H,S Hooper,20,8,7,2,8,8,4,2,2,0,0,0,1.4,4.5,8.0,1.41,4.92,8.68,1.4,4.5,8.0,1.53,4.36,7.03,1,3,27,10,1,26
2022,Man City,Southampton,4,0,H,2,0,H,A Madley,21,5,8,0,4,8,9,1,0,1,0,0,1.11,10.0,17.0,1.13,10.77,20.4,1.1,9.0,23.0,1.13,11.0,21.0,2,4,29,5,18,11
2022,Newcastle,Brentford,5,1,H,2,0,H,J Brooks,16,6,6,3,14,9,9,5,0,1,0,0,1.83,3.8,4.2,1.81,3.99,4.55,1.78,3.75,4.33,1.69,4.05,5.35,2,4,22,9,7,30
2022,Brighton,Tottenham,0,1,A,0,1,A,T Harrington,14,8,4,3,9,14,6,2,1,2,0,0,2.8,3.4,2.5,2.82,3.45,2.65,2.7,3.4,2.5,2.58,3.4,2.94,-1,-1,18,11,23,14
2022,Crystal Palace,Leeds,2,1,H,1,1,D,P Tierney,13,10,5,4,13,23,5,3,3,3,0,0,2.05,3.5,3.6,2.06,3.68,3.76,2.0,3.6,3.5,2.09,3.62,3.73,0,1,18,14,17,29
2022,West Ham,Fulham,3,1,H,1,1,D,C Kavanagh,17,8,8,2,9,7,4,2,1,3,0,0,1.72,3.8,4.75,1.79,3.9,4.82,1.75,3.75,4.5,1.63,4.11,5.89,0,2,25,10,16,25
2022,Arsenal,Liverpool,3,2,H,2,1,H,M Oliver,11,8,7,3,11,11,4,3,1,2,0,0,2.5,3.6,2.62,2.67,3.69,2.66,2.5,3.6,2.6,2.58,3.84,2.67,1,1,18,11,6,19
2022,Everton,Man United,1,2,A,1,2,A,D Coote,11,12,2,4,7,13,5,4,2,1,0,0,3.6,3.5,2.05,3.62,3.67,2.11,3.5,3.5,2.05,3.65,3.68,2.09,-1,-1,13,16,2,4
2022,Nott'm Forest,Aston Villa,1,1,D,1,1,D,A Taylor,6,12,3,2,13,19,1,4,3,3,0,0,3.3,3.4,2.2,3.4,3.6,2.22,3.4,3.3,2.15,3.79,3.64,2.03,0,0,9,14,31,10
2022,Brentford,Brighton,2,0,H,1,0,H,M Salisbury,7,21,3,7,12,15,2,11,3,1,0,0,3.1,3.4,2.3,3.32,3.52,2.29,3.2,3.25,2.25,3.35,3.53,2.27,1,2,10,28,30,23
2022,Leicester,Crystal Palace,0,0,D,0,0,D,A Madley,14,8,5,1,18,13,9,2,2,2,0,0,2.3,3.4,3.1,2.38,3.55,3.12,2.25,3.4,3.1,2.49,3.54,2.96,0,0,19,9,3,17
2022,Fulham,Bournemouth,2,2,D,1,2,A,G Scott,19,10,4,6,9,11,5,6,2,0,0,0,1.85,3.75,4.0,1.92,3.77,4.23,1.88,3.6,4.0,1.98,3.69,4.03,-1,0,23,16,25,0
2022,Wolves,Nott'm Forest,1,0,H,0,0,D,T Bramall,9,10,2,2,17,13,4,5,2,2,0,0,1.7,3.75,5.0,1.74,3.78,5.41,1.7,3.7,5.0,1.76,3.91,5.02,0,1,11,12,26,31
2022,Tottenham,Everton,2,0,H,0,0,D,P Tierney,21,4,7,0,12,13,7,1,1,4,0,0,1.5,4.5,6.5,1.48,4.67,7.26,1.47,4.2,7.0,1.5,4.7,6.9,0,2,28,4,14,2
2022,Aston Villa,Chelsea,0,2,A,0,1,A,R Jones,18,8,7,4,12,11,7,1,0,3,0,0,4.33,3.75,1.8,4.78,3.65,1.85,4.4,3.6,1.8,3.97,3.49,2.07,-1,-2,25,12,10,1
2022,Leeds,Arsenal,0,1,A,0,1,A,C Kavanagh,16,9,4,4,10,11,6,3,0,2,0,0,6.0,4.2,1.55,6.23,4.49,1.56,5.5,4.2,1.57,4.97,4.22,1.7,-1,-1,20,13,29,6
2022,Man United,Newcastle,0,0,D,0,0,D,C Pawson,15,9,2,2,13,11,4,4,3,1,0,0,1.95,3.8,3.5,2.04,3.71,3.8,1.95,3.7,3.6,2.08,3.68,3.71,0,0,17,11,4,7
2022,Southampton,West Ham,1,1,D,1,0,H,P Bankes,10,25,8,4,7,3,4,14,1,1,0,0,2.9,3.4,2.4,3.08,3.42,2.47,2.88,3.4,2.38,3.01,3.37,2.54,1,0,18,29,11,16
2022,Liverpool,Man City,1,0,H,0,0,D,A Taylor,13,16,2,6,10,7,5,6,3,1,0,0,3.6,4.0,1.9,4.0,4.11,1.88,3.7,3.9,1.88,3.81,4.25,1.9,0,1,15,22,19,18
2022,Brighton,Nott'm Forest,0,0,D,0,0,D,D England,19,3,7,0,10,14,9,1,3,1,0,0,1.4,4.75,7.0,1.39,5.17,8.97,1.4,4.5,8.0,1.41,5.08,8.53,0,0,26,3,23,31
2022,Crystal Palace,Wolves,2,1,H,0,1,A,D Coote,14,10,4,4,14,18,4,3,3,1,0,0,2.25,3.1,3.4,2.32,3.21,3.58,2.25,3.2,3.3,2.13,3.39,3.89,-1,1,18,14,17,26
2022,Bournemouth,Southampton,0,1,A,0,1,A,J Brooks,15,9,3,3,8,13,7,3,1,3,0,0,2.62,3.3,2.62,2.76,3.4,2.74,2.7,3.25,2.6,2.71,3.3,2.86,-1,-1,18,12,0,11
2022,Brentford,Chelsea,0,0,D,0,0,D,J Gillett,8,14,5,5,7,7,6,2,0,0,0,0,4.75,3.8,1.72,4.85,3.93,1.78,4.6,3.75,1.73,4.49,3.72,1.88,0,0,13,19,30,1
2022,Liverpool,West Ham,1,0,H,1,0,H,S Attwell,22,8,7,3,9,8,8,3,0,0,0,0,1.4,5.0,7.0,1.45,5.1,7.08,1.4,4.75,7.5,1.44,5.05,7.4,1,1,29,11,19,16
2022,Newcastle,Everton,1,0,H,1,0,H,T Harrington,16,1,4,0,9,12,8,2,2,4,0,0,1.6,3.8,5.75,1.65,4.06,5.81,1.63,3.9,5.25,1.66,4.06,5.74,1,1,20,1,7,2
2022,Man United,Tottenham,2,0,H,0,0,D,S Hooper,28,9,10,2,7,7,8,3,1,0,0,0,2.45,3.5,2.75,2.49,3.59,2.93,2.38,3.5,2.8,2.43,3.55,3.05,0,2,38,11,4,14
2022,Fulham,Aston Villa,3,0,H,1,0,H,M Oliver,18,12,8,6,11,11,9,7,0,2,0,1,2.9,3.3,2.5,2.94,3.47,2.54,2.8,3.4,2.45,3.03,3.47,2.47,1,3,26,18,25,10
2022,Leicester,Leeds,2,0,H,2,0,H,P Bankes,5,14,1,2,15,11,2,9,2,1,0,0,2.25,3.6,3.0,2.36,3.65,3.08,2.3,3.4,3.0,2.37,3.64,3.05,2,2,6,16,3,29
2022,Nott'm Forest,Liverpool,1,0,H,0,0,D,P Tierney,10,15,7,7,14,8,2,11,2,1,0,0,11.0,6.0,1.25,11.14,5.8,1.3,11.0,5.8,1.25,9.5,5.5,1.36,0,1,17,22,31,19
2022,Everton,Crystal Palace,3,0,H,1,0,H,S Hooper,9,9,6,2,16,14,3,4,3,4,0,0,2.6,3.2,2.87,2.69,3.19,2.97,2.5,3.2,2.9,2.54,3.18,3.18,1,3,15,11,2,17
2022,Man City,Brighton,3,1,H,2,0,H,C Pawson,10,8,4,2,11,12,7,3,1,3,0,0,1.2,7.0,13.0,1.21,7.21,15.39,1.2,6.5,15.0,1.23,7.25,14.0,2,2,14,10,18,23
2022,Chelsea,Man United,1,1,D,0,0,D,S Attwell,6,13,2,6,8,10,6,4,1,4,0,0,2.05,3.5,3.5,2.15,3.54,3.64,2.1,3.4,3.4,2.17,3.65,3.62,0,0,8,19,1,4
2022,Aston Villa,Brentford,4,0,H,3,0,H,D England,19,12,11,3,14,11,7,6,1,0,0,0,2.1,3.5,3.5,2.23,3.46,3.51,2.1,3.4,3.4,2.08,3.57,3.81,3,4,30,15,10,30
2022,Leeds,Fulham,2,3,A,1,1,D,A Taylor,14,11,5,5,12,8,3,6,1,1,0,0,2.05,3.5,3.6,2.06,3.69,3.75,2.0,3.5,3.6,2.1,3.81,3.51,0,-1,19,16,29,25
2022,Southampton,Arsenal,1,1,D,0,1,A,R Jones,10,12,3,3,11,8,9,4,2,1,0,0,6.0,4.0,1.57,6.2,4.31,1.58,5.5,4.0,1.6,7.07,4.79,1.48,-1,0,13,15,11,6
2022,Wolves,Leicester,0,4,A,0,2,A,M Oliver,21,5,5,4,10,13,9,2,2,1,0,0,2.25,3.25,3.25,2.3,3.35,3.46,2.25,3.3,3.2,2.41,3.43,3.18,-2,-4,26,9,26,3
2022,Tottenham,Newcastle,1,2,A,0,2,A,J Gillett,17,13,5,5,12,6,6,7,4,2,0,0,2.05,3.5,3.5,2.12,3.62,3.63,2.05,3.5,3.5,2.25,3.52,3.41,-2,-1,22,18,14,7
2022,West Ham,Bournemouth,2,0,H,1,0,H,D Coote,20,5,4,3,9,11,5,0,0,2,0,0,1.55,4.0,6.0,1.59,4.12,6.53,1.55,4.0,6.0,1.62,4.08,6.12,1,2,24,8,16,0
2022,Leicester,Man City,0,1,A,0,0,D,R Jones,10,15,5,5,5,10,3,10,0,0,0,0,10.0,6.5,1.25,9.62,5.93,1.32,9.5,5.5,1.29,7.75,5.2,1.42,0,-1,15,20,3,18
2022,Bournemouth,Tottenham,2,3,A,1,0,H,A Taylor,6,23,4,7,10,5,2,19,1,2,0,0,5.0,3.8,1.7,5.41,3.85,1.72,5.0,3.8,1.67,5.18,3.79,1.75,1,-1,10,30,0,14
